SystemCodeNumber,Capacity,Occupancy,LastUpdated
BHMNCPNHS01,500,500,2016-11-22 11:04:34
BHMNCPNHS01,500,500,2016-11-22 11:31:35
BHMNCPNHS01,500,500,2016-11-22 11:44:34
BHMNCPNHS01,500,500,2016-11-22 12:24:38
BHMNCPNHS01,500,500,2016-11-22 12:57:35
BHMNCPNHS01,500,499,2016-11-22 13:31:38
BHMNCPNHS01,500,495,2016-11-22 13:57:38
BHMNCPNHS01,500,484,2016-11-22 14:31:37
BHMNCPNHS01,500,478,2016-11-22 14:57:38
BHMNCPNHS01,500,448,2016-11-22 15:31:37
BHMNCPNHS01,500,428,2016-11-22 15:57:37
BHMNCPNHS01,500,392,2016-11-22 16:30:38
BHMNCPNHS01,500,143,2016-11-23 08:04:40
BHMNCPNHS01,500,226,2016-11-23 08:30:41
BHMNCPNHS01,500,323,2016-11-23 08:57:42
BHMNCPNHS01,500,393,2016-11-23 09:31:23
BHMNCPNHS01,500,421,2016-11-23 10:04:40
BHMNCPNHS01,500,443,2016-11-23 10:31:36
BHMNCPNHS01,500,452,2016-11-23 10:57:44
BHMNCPNHS01,500,451,2016-11-23 11:31:44
BHMNCPNHS01,500,449,2016-11-23 11:57:41
BHMNCPNHS01,500,443,2016-11-23 12:31:44
BHMNCPNHS01,500,447,2016-11-23 13:04:45
BHMNCPNHS01,500,455,2016-11-23 13:31:41
BHMNCPNHS01,500,452,2016-11-23 13:57:41
BHMNCPNHS01,500,448,2016-11-23 14:30:43
BHMNCPNHS01,500,440,2016-11-23 15:04:43
BHMNCPNHS01,500,429,2016-11-23 15:31:42
BHMNCPNHS01,500,403,2016-11-23 16:04:46
BHMNCPNHS01,500,373,2016-11-23 16:30:42
BHMNCPNHS01,500,110,2016-11-24 08:00:47
BHMNCPNHS01,500,193,2016-11-24 08:27:47
BHMNCPNHS01,500,304,2016-11-24 09:00:48
BHMNCPNHS01,500,366,2016-11-24 09:34:49
BHMNCPNHS01,500,394,2016-11-24 10:01:47
BHMNCPNHS01,500,414,2016-11-24 10:27:47
BHMNCPNHS01,500,440,2016-11-24 11:00:49
BHMNCPNHS01,500,444,2016-11-24 11:27:51
BHMNCPNHS01,500,455,2016-11-24 12:00:50
BHMNCPNHS01,500,455,2016-11-24 12:30:48
BHMNCPNHS01,500,463,2016-11-24 13:04:50
BHMNCPNHS01,500,461,2016-11-24 13:30:51
BHMNCPNHS01,500,455,2016-11-24 13:57:51
BHMNCPNHS01,500,441,2016-11-24 14:30:52
BHMNCPNHS01,500,438,2016-11-24 14:57:51
BHMNCPNHS01,500,426,2016-11-24 15:31:49
BHMNCPNHS01,500,411,2016-11-24 15:57:49
BHMNCPNHS01,500,361,2016-11-24 16:31:53
BHMNCPNHS01,500,125,2016-11-25 08:00:57
BHMNCPNHS01,500,125,2016-11-25 08:00:57
BHMNCPNHS01,500,274,2016-11-25 09:00:56
BHMNCPNHS01,500,315,2016-11-25 09:27:55
BHMNCPNHS01,500,351,2016-11-25 10:00:56
BHMNCPNHS01,500,359,2016-11-25 10:27:56
BHMNCPNHS01,500,363,2016-11-25 11:00:55
BHMNCPNHS01,500,363,2016-11-25 11:27:55
BHMNCPNHS01,500,361,2016-11-25 11:54:56
BHMNCPNHS01,500,350,2016-11-25 12:34:55
BHMNCPNHS01,500,351,2016-11-25 13:00:58
BHMNCPNHS01,500,352,2016-11-25 13:27:56
BHMNCPNHS01,500,347,2016-11-25 13:54:56
BHMNCPNHS01,500,328,2016-11-25 14:34:59
BHMNCPNHS01,500,319,2016-11-25 14:54:56
BHMNCPNHS01,500,305,2016-11-25 15:27:59
BHMNCPNHS01,500,300,2016-11-25 15:54:59
BHMNCPNHS01,500,261,2016-11-25 16:27:58
BHMNCPNHS01,500,77,2016-11-26 08:01:01
BHMNCPNHS01,500,78,2016-11-26 08:28:01
BHMNCPNHS01,500,75,2016-11-26 08:48:04
BHMNCPNHS01,500,77,2016-11-26 09:35:02
BHMNCPNHS01,500,74,2016-11-26 10:01:04
BHMNCPNHS01,500,71,2016-11-26 10:35:03
BHMNCPNHS01,500,66,2016-11-26 11:01:03
BHMNCPNHS01,500,57,2016-11-26 11:28:02
BHMNCPNHS01,500,53,2016-11-26 12:01:04
BHMNCPNHS01,500,55,2016-11-26 12:28:02
BHMNCPNHS01,500,63,2016-11-26 12:55:05
BHMNCPNHS01,500,59,2016-11-26 13:28:04
BHMNCPNHS01,500,61,2016-11-26 14:01:02
BHMNCPNHS01,500,74,2016-11-26 14:41:04
BHMNCPNHS01,500,78,2016-11-26 14:55:06
BHMNCPNHS01,500,78,2016-11-26 15:28:04
BHMNCPNHS01,500,84,2016-11-26 15:55:06
BHMNCPNHS01,500,84,2016-11-26 16:28:05
BHMNCPNHS01,500,90,2016-11-28 07:55:24
BHMNCPNHS01,500,90,2016-11-28 07:55:24
BHMNCPNHS01,500,90,2016-11-28 07:55:24
BHMNCPNHS01,500,90,2016-11-28 07:55:24
BHMNCPNHS01,500,90,2016-11-28 07:55:24
BHMNCPNHS01,500,202,2016-11-28 08:32:24
BHMNCPNHS01,500,327,2016-11-28 09:12:28
BHMNCPNHS01,500,373,2016-11-28 09:42:26
BHMNCPNHS01,500,408,2016-11-28 10:05:28
BHMNCPNHS01,500,445,2016-11-28 11:25:26
BHMNCPNHS01,500,443,2016-11-28 11:42:30
BHMNCPNHS01,500,448,2016-11-28 12:25:29
BHMNCPNHS01,500,450,2016-11-28 13:02:26
BHMNCPNHS01,500,448,2016-11-28 13:42:25
BHMNCPNHS01,500,447,2016-11-28 14:12:29
BHMNCPNHS01,500,402,2016-11-28 15:35:31
BHMNCPNHS01,500,391,2016-11-28 15:45:30
BHMNCPNHS01,500,346,2016-11-28 16:28:27
BHMNCPNHS01,500,88,2016-11-29 07:55:29
BHMNCPNHS01,500,183,2016-11-29 08:28:33
BHMNCPNHS01,500,323,2016-11-29 09:02:35
BHMNCPNHS01,500,379,2016-11-29 09:28:32
BHMNCPNHS01,500,433,2016-11-29 10:01:30
BHMNCPNHS01,500,464,2016-11-29 10:28:34
BHMNCPNHS01,500,493,2016-11-29 11:01:36
BHMNCPNHS01,500,495,2016-11-29 11:28:34
BHMNCPNHS01,500,499,2016-11-29 11:55:30
BHMNCPNHS01,500,498,2016-11-29 12:22:35
BHMNCPNHS01,500,499,2016-11-29 12:55:33
BHMNCPNHS01,500,498,2016-11-29 13:28:30
BHMNCPNHS01,500,488,2016-11-29 14:01:32
BHMNCPNHS01,500,485,2016-11-29 14:22:37
BHMNCPNHS01,500,461,2016-11-29 14:55:34
BHMNCPNHS01,500,445,2016-11-29 15:28:35
BHMNCPNHS01,500,407,2016-11-29 16:02:35
BHMNCPNHS01,500,370,2016-11-29 16:28:34
BHMNCPNHS01,500,103,2016-11-30 08:02:35
BHMNCPNHS01,500,191,2016-11-30 08:28:35
BHMNCPNHS01,500,311,2016-11-30 09:01:35
BHMNCPNHS01,500,370,2016-11-30 09:28:40
BHMNCPNHS01,500,413,2016-11-30 10:01:40
BHMNCPNHS01,500,423,2016-11-30 10:28:38
BHMNCPNHS01,500,439,2016-11-30 10:55:36
BHMNCPNHS01,500,444,2016-11-30 11:28:40
BHMNCPNHS01,500,465,2016-11-30 12:01:36
BHMNCPNHS01,500,478,2016-11-30 12:28:37
BHMNCPNHS01,500,478,2016-11-30 13:01:39
BHMNCPNHS01,500,487,2016-11-30 13:28:41
BHMNCPNHS01,500,482,2016-11-30 14:01:36
BHMNCPNHS01,500,477,2016-11-30 14:28:40
BHMNCPNHS01,500,459,2016-11-30 15:01:39
BHMNCPNHS01,500,439,2016-11-30 15:28:40
BHMNCPNHS01,500,415,2016-11-30 15:55:37
BHMNCPNHS01,500,370,2016-11-30 16:28:40
BHMNCPNHS01,500,132,2016-12-01 08:05:40
BHMNCPNHS01,500,184,2016-12-01 08:25:46
BHMNCPNHS01,500,319,2016-12-01 08:58:41
BHMNCPNHS01,500,385,2016-12-01 09:25:44
BHMNCPNHS01,500,437,2016-12-01 09:58:41
BHMNCPNHS01,500,467,2016-12-01 10:25:43
BHMNCPNHS01,500,480,2016-12-01 10:52:45
BHMNCPNHS01,500,494,2016-12-01 11:32:41
BHMNCPNHS01,500,499,2016-12-01 11:58:45
BHMNCPNHS01,500,497,2016-12-01 12:25:45
BHMNCPNHS01,500,498,2016-12-01 12:58:47
BHMNCPNHS01,500,493,2016-12-01 13:25:45
BHMNCPNHS01,500,490,2016-12-01 13:58:48
BHMNCPNHS01,500,484,2016-12-01 14:25:46
BHMNCPNHS01,500,472,2016-12-01 14:58:46
BHMNCPNHS01,500,452,2016-12-01 15:25:42
BHMNCPNHS01,500,436,2016-12-01 15:58:47
BHMNCPNHS01,500,392,2016-12-01 16:25:44
BHMNCPNHS01,500,111,2016-12-02 07:55:49
BHMNCPNHS01,500,193,2016-12-02 08:28:48
BHMNCPNHS01,500,278,2016-12-02 09:01:49
BHMNCPNHS01,500,314,2016-12-02 09:28:50
BHMNCPNHS01,500,344,2016-12-02 10:02:52
BHMNCPNHS01,500,346,2016-12-02 10:28:53
BHMNCPNHS01,500,356,2016-12-02 11:01:53
BHMNCPNHS01,500,352,2016-12-02 11:28:49
BHMNCPNHS01,500,358,2016-12-02 12:01:51
BHMNCPNHS01,500,363,2016-12-02 12:28:52
BHMNCPNHS01,500,374,2016-12-02 12:58:51
BHMNCPNHS01,500,372,2016-12-02 13:25:52
BHMNCPNHS01,500,364,2016-12-02 13:58:53
BHMNCPNHS01,500,366,2016-12-02 14:25:50
BHMNCPNHS01,500,348,2016-12-02 14:58:50
BHMNCPNHS01,500,336,2016-12-02 15:31:52
BHMNCPNHS01,500,324,2016-12-02 15:58:52
BHMNCPNHS01,500,286,2016-12-02 16:32:54
BHMNCPNHS01,500,81,2016-12-05 08:02:03
BHMNCPNHS01,500,180,2016-12-05 08:29:08
BHMNCPNHS01,500,294,2016-12-05 09:02:08
BHMNCPNHS01,500,353,2016-12-05 09:29:08
BHMNCPNHS01,500,400,2016-12-05 10:03:04
BHMNCPNHS01,500,424,2016-12-05 10:29:08
BHMNCPNHS01,500,438,2016-12-05 11:02:06
BHMNCPNHS01,500,436,2016-12-05 11:29:09
BHMNCPNHS01,500,444,2016-12-05 11:56:10
BHMNCPNHS01,500,447,2016-12-05 12:29:10
BHMNCPNHS01,500,455,2016-12-05 13:02:08
BHMNCPNHS01,500,451,2016-12-05 13:29:09
BHMNCPNHS01,500,444,2016-12-05 13:56:05
BHMNCPNHS01,500,441,2016-12-05 14:29:08
BHMNCPNHS01,500,423,2016-12-05 15:02:10
BHMNCPNHS01,500,406,2016-12-05 15:29:11
BHMNCPNHS01,500,383,2016-12-05 16:02:11
BHMNCPNHS01,500,348,2016-12-05 16:29:05
BHMNCPNHS01,500,80,2016-12-06 07:56:10
BHMNCPNHS01,500,184,2016-12-06 08:29:11
BHMNCPNHS01,500,284,2016-12-06 08:56:10
BHMNCPNHS01,500,362,2016-12-06 09:29:14
BHMNCPNHS01,500,413,2016-12-06 10:02:12
BHMNCPNHS01,500,428,2016-12-06 10:29:11
BHMNCPNHS01,500,449,2016-12-06 11:02:16
BHMNCPNHS01,500,458,2016-12-06 11:29:14
BHMNCPNHS01,500,468,2016-12-06 11:56:16
BHMNCPNHS01,500,469,2016-12-06 12:29:11
BHMNCPNHS01,500,468,2016-12-06 12:56:16
BHMNCPNHS01,500,467,2016-12-06 13:29:16
BHMNCPNHS01,500,461,2016-12-06 14:02:16
BHMNCPNHS01,500,458,2016-12-06 14:29:14
BHMNCPNHS01,500,446,2016-12-06 15:02:17
BHMNCPNHS01,500,431,2016-12-06 15:29:17
BHMNCPNHS01,500,409,2016-12-06 16:02:16
BHMNCPNHS01,500,377,2016-12-06 16:29:16
BHMNCPNHS01,500,113,2016-12-07 07:59:16
BHMNCPNHS01,500,191,2016-12-07 08:26:20
BHMNCPNHS01,500,276,2016-12-07 08:52:21
BHMNCPNHS01,500,354,2016-12-07 09:26:22
BHMNCPNHS01,500,405,2016-12-07 09:59:20
BHMNCPNHS01,500,422,2016-12-07 10:26:21
BHMNCPNHS01,500,437,2016-12-07 10:59:20
BHMNCPNHS01,500,441,2016-12-07 11:19:22
BHMNCPNHS01,500,457,2016-12-07 11:59:20
BHMNCPNHS01,500,463,2016-12-07 12:26:21
BHMNCPNHS01,500,479,2016-12-07 12:59:22
BHMNCPNHS01,500,482,2016-12-07 13:26:23
BHMNCPNHS01,500,482,2016-12-07 13:59:22
BHMNCPNHS01,500,468,2016-12-07 14:26:23
BHMNCPNHS01,500,457,2016-12-07 14:59:22
BHMNCPNHS01,500,440,2016-12-07 15:32:22
BHMNCPNHS01,500,422,2016-12-07 15:59:23
BHMNCPNHS01,500,383,2016-12-07 16:32:23
BHMNCPNHS01,500,113,2016-12-08 07:59:25
BHMNCPNHS01,500,183,2016-12-08 08:26:27
BHMNCPNHS01,500,304,2016-12-08 08:59:24
BHMNCPNHS01,500,362,2016-12-08 09:26:27
BHMNCPNHS01,500,404,2016-12-08 09:59:28
BHMNCPNHS01,500,434,2016-12-08 10:32:22
BHMNCPNHS01,500,457,2016-12-08 10:59:25
BHMNCPNHS01,500,467,2016-12-08 11:32:28
BHMNCPNHS01,500,473,2016-12-08 11:59:28
BHMNCPNHS01,500,481,2016-12-08 12:25:24
BHMNCPNHS01,500,486,2016-12-08 12:59:24
BHMNCPNHS01,500,481,2016-12-08 13:19:28
BHMNCPNHS01,500,473,2016-12-08 13:59:28
BHMNCPNHS01,500,460,2016-12-08 14:26:29
BHMNCPNHS01,500,446,2016-12-08 14:59:29
BHMNCPNHS01,500,426,2016-12-08 15:26:23
BHMNCPNHS01,500,404,2016-12-08 15:59:27
BHMNCPNHS01,500,370,2016-12-08 16:32:27
BHMNCPNHS01,500,125,2016-12-09 08:02:30
BHMNCPNHS01,500,194,2016-12-09 08:29:28
BHMNCPNHS01,500,267,2016-12-09 08:55:33
BHMNCPNHS01,500,315,2016-12-09 09:29:31
BHMNCPNHS01,500,345,2016-12-09 09:55:30
BHMNCPNHS01,500,350,2016-12-09 10:22:30
BHMNCPNHS01,500,347,2016-12-09 10:49:33
BHMNCPNHS01,500,335,2016-12-09 11:29:33
BHMNCPNHS01,500,340,2016-12-09 11:56:32
BHMNCPNHS01,500,342,2016-12-09 12:29:31
BHMNCPNHS01,500,348,2016-12-09 13:02:32
BHMNCPNHS01,500,338,2016-12-09 13:29:31
BHMNCPNHS01,500,335,2016-12-09 13:55:35
BHMNCPNHS01,500,326,2016-12-09 14:29:33
BHMNCPNHS01,500,324,2016-12-09 14:56:31
BHMNCPNHS01,500,308,2016-12-09 15:29:34
BHMNCPNHS01,500,278,2016-12-09 16:02:32
BHMNCPNHS01,500,263,2016-12-09 16:29:30
BHMNCPNHS01,500,110,2016-12-12 08:02:45
BHMNCPNHS01,500,191,2016-12-12 08:29:50
BHMNCPNHS01,500,308,2016-12-12 09:02:45
BHMNCPNHS01,500,361,2016-12-12 09:29:48
BHMNCPNHS01,500,409,2016-12-12 10:02:49
BHMNCPNHS01,500,428,2016-12-12 10:29:50
BHMNCPNHS01,500,442,2016-12-12 11:02:50
BHMNCPNHS01,500,440,2016-12-12 11:29:51
BHMNCPNHS01,500,446,2016-12-12 11:55:49
BHMNCPNHS01,500,450,2016-12-12 12:29:50
BHMNCPNHS01,500,454,2016-12-12 12:56:46
BHMNCPNHS01,500,453,2016-12-12 13:29:50
BHMNCPNHS01,500,455,2016-12-12 14:02:50
BHMNCPNHS01,500,441,2016-12-12 14:29:49
BHMNCPNHS01,500,443,2016-12-12 14:55:51
BHMNCPNHS01,500,433,2016-12-12 15:29:47
BHMNCPNHS01,500,403,2016-12-12 15:56:51
BHMNCPNHS01,500,349,2016-12-12 16:29:51
BHMNCPNHS01,500,110,2016-12-13 08:02:51
BHMNCPNHS01,500,188,2016-12-13 08:29:53
BHMNCPNHS01,500,285,2016-12-13 09:02:55
BHMNCPNHS01,500,360,2016-12-13 09:29:54
BHMNCPNHS01,500,419,2016-12-13 09:55:56
BHMNCPNHS01,500,452,2016-12-13 10:29:54
BHMNCPNHS01,500,477,2016-12-13 11:02:54
BHMNCPNHS01,500,485,2016-12-13 11:29:55
BHMNCPNHS01,500,498,2016-12-13 12:02:55
BHMNCPNHS01,500,499,2016-12-13 12:29:55
BHMNCPNHS01,500,497,2016-12-13 13:02:55
BHMNCPNHS01,500,491,2016-12-13 13:55:56
BHMNCPNHS01,500,485,2016-12-13 14:29:57
BHMNCPNHS01,500,484,2016-12-13 14:56:52
BHMNCPNHS01,500,464,2016-12-13 15:28:52
BHMNCPNHS01,500,438,2016-12-13 16:02:56
BHMNCPNHS01,500,409,2016-12-13 16:29:56
BHMNCPNHS01,500,142,2016-12-14 08:03:01
BHMNCPNHS01,500,266,2016-12-14 08:43:00
BHMNCPNHS01,500,321,2016-12-14 09:03:01
BHMNCPNHS01,500,367,2016-12-14 09:29:57
BHMNCPNHS01,500,407,2016-12-14 10:02:59
BHMNCPNHS01,500,424,2016-12-14 10:30:01
BHMNCPNHS01,500,428,2016-12-14 11:30:01
BHMNCPNHS01,500,436,2016-12-14 12:02:58
BHMNCPNHS01,500,435,2016-12-14 12:30:00
BHMNCPNHS01,500,441,2016-12-14 13:03:02
BHMNCPNHS01,500,445,2016-12-14 13:29:57
BHMNCPNHS01,500,440,2016-12-14 14:03:00
BHMNCPNHS01,500,432,2016-12-14 14:30:01
BHMNCPNHS01,500,424,2016-12-14 14:56:03
BHMNCPNHS01,500,407,2016-12-14 15:23:00
BHMNCPNHS01,500,377,2016-12-14 15:56:02
BHMNCPNHS01,500,344,2016-12-14 16:30:00
BHMNCPNHS01,500,113,2016-12-15 07:53:05
BHMNCPNHS01,500,210,2016-12-15 08:30:06
BHMNCPNHS01,500,292,2016-12-15 09:03:06
BHMNCPNHS01,500,352,2016-12-15 09:30:04
BHMNCPNHS01,500,377,2016-12-15 09:57:02
BHMNCPNHS01,500,408,2016-12-15 10:30:07
BHMNCPNHS01,500,419,2016-12-15 11:03:05
BHMNCPNHS01,500,427,2016-12-15 11:09:07
BHMNCPNHS01,500,435,2016-12-15 12:00:02
BHMNCPNHS01,500,438,2016-12-15 12:26:03
BHMNCPNHS01,500,455,2016-12-15 13:00:07
BHMNCPNHS01,500,453,2016-12-15 13:26:08
BHMNCPNHS01,500,455,2016-12-15 14:00:06
BHMNCPNHS01,500,446,2016-12-15 14:26:06
BHMNCPNHS01,500,437,2016-12-15 15:00:07
BHMNCPNHS01,500,434,2016-12-15 15:26:03
BHMNCPNHS01,500,412,2016-12-15 16:03:03
BHMNCPNHS01,500,365,2016-12-15 16:30:07
BHMNCPNHS01,500,142,2016-12-16 07:59:09
BHMNCPNHS01,500,215,2016-12-16 08:30:12
BHMNCPNHS01,500,288,2016-12-16 09:03:07
BHMNCPNHS01,500,323,2016-12-16 09:30:12
BHMNCPNHS01,500,347,2016-12-16 10:03:09
BHMNCPNHS01,500,359,2016-12-16 10:29:08
BHMNCPNHS01,500,368,2016-12-16 11:03:08
BHMNCPNHS01,500,364,2016-12-16 11:30:10
BHMNCPNHS01,500,365,2016-12-16 11:56:10
BHMNCPNHS01,500,374,2016-12-16 12:30:11
BHMNCPNHS01,500,376,2016-12-16 12:56:12
BHMNCPNHS01,500,380,2016-12-16 13:30:12
BHMNCPNHS01,500,368,2016-12-16 13:56:11
BHMNCPNHS01,500,370,2016-12-16 14:30:10
BHMNCPNHS01,500,366,2016-12-16 14:56:11
BHMNCPNHS01,500,344,2016-12-16 15:30:10
BHMNCPNHS01,500,322,2016-12-16 16:03:11
BHMNCPNHS01,500,299,2016-12-16 16:30:12
BHMNCPNHS01,500,179,2016-12-17 07:59:15
BHMNCPNHS01,500,179,2016-12-17 08:23:15
BHMNCPNHS01,500,177,2016-12-17 08:46:17
BHMNCPNHS01,500,182,2016-12-17 09:06:18
BHMNCPNHS01,500,184,2016-12-17 09:59:17
BHMNCPNHS01,500,176,2016-12-17 10:33:17
BHMNCPNHS01,500,175,2016-12-17 11:00:17
BHMNCPNHS01,500,169,2016-12-17 11:33:16
BHMNCPNHS01,500,175,2016-12-17 12:00:17
BHMNCPNHS01,500,170,2016-12-17 12:26:17
BHMNCPNHS01,500,173,2016-12-17 13:00:18
BHMNCPNHS01,500,176,2016-12-17 13:27:17
BHMNCPNHS01,500,177,2016-12-17 14:00:17
BHMNCPNHS01,500,185,2016-12-17 14:30:19
BHMNCPNHS01,500,188,2016-12-17 15:03:18
BHMNCPNHS01,500,155,2016-12-17 15:30:19
BHMNCPNHS01,500,108,2016-12-17 15:57:15
BHMNCPNHS01,500,96,2016-12-17 16:30:16
BHMNCPNHS01,500,156,2016-12-18 07:43:20
BHMNCPNHS01,500,150,2016-12-18 09:56:24
BHMNCPNHS01,500,146,2016-12-18 10:10:23
BHMNCPNHS01,500,143,2016-12-18 11:03:25
BHMNCPNHS01,500,136,2016-12-18 11:30:22
BHMNCPNHS01,500,128,2016-12-18 12:03:23
BHMNCPNHS01,500,125,2016-12-18 12:10:21
BHMNCPNHS01,500,120,2016-12-18 12:50:23
BHMNCPNHS01,500,124,2016-12-18 13:23:23
BHMNCPNHS01,500,120,2016-12-18 14:23:26
BHMNCPNHS01,500,122,2016-12-18 14:56:25
BHMNCPNHS01,500,120,2016-12-18 15:30:24
BHMNCPNHS01,500,38,2016-12-18 16:03:27
BHMNCPNHS01,500,20,2016-12-18 16:30:25
BHMNCPNHS01,500,103,2016-12-19 08:03:29
BHMNCPNHS01,500,184,2016-12-19 08:30:28
BHMNCPNHS01,500,271,2016-12-19 09:03:33
BHMNCPNHS01,500,307,2016-12-19 09:30:30
BHMNCPNHS01,500,328,2016-12-19 09:56:32
BHMNCPNHS01,500,338,2016-12-19 10:30:33
BHMNCPNHS01,500,341,2016-12-19 11:03:31
BHMNCPNHS01,500,348,2016-12-19 11:30:30
BHMNCPNHS01,500,350,2016-12-19 11:50:31
BHMNCPNHS01,500,354,2016-12-19 12:30:32
BHMNCPNHS01,500,367,2016-12-19 13:03:30
BHMNCPNHS01,500,365,2016-12-19 13:30:35
BHMNCPNHS01,500,358,2016-12-19 14:03:31
BHMNCPNHS01,500,356,2016-12-19 14:30:33
BHMNCPNHS01,500,355,2016-12-19 15:03:34
BHMNCPNHS01,500,338,2016-12-19 15:29:33
BHMNCPNHS01,500,326,2016-12-19 16:03:35
BHMNCPNHS01,500,302,2016-12-19 16:30:35
BHMNCPNST01,485,249,2016-10-04 07:59:42
BHMNCPNST01,485,267,2016-10-04 08:25:42
BHMNCPNST01,485,278,2016-10-04 08:59:42
BHMNCPNST01,485,302,2016-10-04 09:32:46
BHMNCPNST01,485,327,2016-10-04 09:59:48
BHMNCPNST01,485,351,2016-10-04 10:26:49
BHMNCPNST01,485,371,2016-10-04 10:59:48
BHMNCPNST01,485,373,2016-10-04 11:25:47
BHMNCPNST01,485,381,2016-10-04 11:59:44
BHMNCPNST01,485,379,2016-10-04 12:29:45
BHMNCPNST01,485,374,2016-10-04 12:56:49
BHMNCPNST01,485,375,2016-10-04 13:29:45
BHMNCPNST01,485,381,2016-10-04 14:02:47
BHMNCPNST01,485,373,2016-10-04 14:29:49
BHMNCPNST01,485,354,2016-10-04 14:57:13
BHMNCPNST01,485,338,2016-10-04 15:30:14
BHMNCPNST01,485,317,2016-10-04 16:04:12
BHMNCPNST01,485,304,2016-10-04 16:31:14
BHMNCPNST01,485,268,2016-10-05 07:57:17
BHMNCPNST01,485,273,2016-10-05 08:30:15
BHMNCPNST01,485,293,2016-10-05 09:04:19
BHMNCPNST01,485,317,2016-10-05 09:30:15
BHMNCPNST01,485,339,2016-10-05 10:04:15
BHMNCPNST01,485,355,2016-10-05 10:30:17
BHMNCPNST01,485,367,2016-10-05 11:04:19
BHMNCPNST01,485,366,2016-10-05 11:30:18
BHMNCPNST01,485,369,2016-10-05 12:04:14
BHMNCPNST01,485,376,2016-10-05 12:17:19
BHMNCPNST01,485,373,2016-10-05 12:57:15
BHMNCPNST01,485,372,2016-10-05 13:30:19
BHMNCPNST01,485,368,2016-10-05 13:57:20
BHMNCPNST01,485,361,2016-10-05 14:30:17
BHMNCPNST01,485,356,2016-10-05 14:57:19
BHMNCPNST01,485,325,2016-10-05 15:30:15
BHMNCPNST01,485,316,2016-10-05 15:57:17
BHMNCPNST01,485,299,2016-10-05 16:30:17
BHMNCPNST01,485,260,2016-10-06 07:57:25
BHMNCPNST01,485,277,2016-10-06 08:30:20
BHMNCPNST01,485,282,2016-10-06 08:57:22
BHMNCPNST01,485,297,2016-10-06 09:30:20
BHMNCPNST01,485,323,2016-10-06 10:03:20
BHMNCPNST01,485,336,2016-10-06 10:30:20
BHMNCPNST01,485,340,2016-10-06 10:57:20
BHMNCPNST01,485,346,2016-10-06 11:30:22
BHMNCPNST01,485,345,2016-10-06 12:04:24
BHMNCPNST01,485,343,2016-10-06 12:24:26
BHMNCPNST01,485,345,2016-10-06 12:57:21
BHMNCPNST01,485,344,2016-10-06 13:30:21
BHMNCPNST01,485,343,2016-10-06 13:57:22
BHMNCPNST01,485,320,2016-10-06 14:30:23
BHMNCPNST01,485,321,2016-10-06 15:04:22
BHMNCPNST01,485,310,2016-10-06 15:31:22
BHMNCPNST01,485,298,2016-10-06 16:04:23
BHMNCPNST01,485,278,2016-10-06 16:30:27
BHMNCPNST01,485,240,2016-10-07 08:03:27
BHMNCPNST01,485,254,2016-10-07 08:30:27
BHMNCPNST01,485,274,2016-10-07 09:04:13
BHMNCPNST01,485,283,2016-10-07 09:30:27
BHMNCPNST01,485,302,2016-10-07 09:57:27
BHMNCPNST01,485,309,2016-10-07 10:30:27
BHMNCPNST01,485,309,2016-10-07 10:57:30
BHMNCPNST01,485,304,2016-10-07 11:30:28
BHMNCPNST01,485,315,2016-10-07 12:03:29
BHMNCPNST01,485,307,2016-10-07 12:30:28
BHMNCPNST01,485,298,2016-10-07 13:04:28
BHMNCPNST01,485,286,2016-10-07 13:24:29
BHMNCPNST01,485,279,2016-10-07 13:57:28
BHMNCPNST01,485,281,2016-10-07 14:24:31
BHMNCPNST01,485,267,2016-10-07 15:04:30
BHMNCPNST01,485,256,2016-10-07 15:30:32
BHMNCPNST01,485,239,2016-10-07 15:57:31
BHMNCPNST01,485,236,2016-10-07 16:30:29
BHMNCPNST01,485,206,2016-10-08 07:57:38
BHMNCPNST01,485,211,2016-10-08 08:30:37
BHMNCPNST01,485,217,2016-10-08 08:57:34
BHMNCPNST01,485,214,2016-10-08 09:30:37
BHMNCPNST01,485,216,2016-10-08 10:04:34
BHMNCPNST01,485,212,2016-10-08 10:30:34
BHMNCPNST01,485,209,2016-10-08 10:57:34
BHMNCPNST01,485,206,2016-10-08 11:30:38
BHMNCPNST01,485,206,2016-10-08 12:04:34
BHMNCPNST01,485,212,2016-10-08 12:24:39
BHMNCPNST01,485,225,2016-10-08 13:04:39
BHMNCPNST01,485,240,2016-10-08 13:30:36
BHMNCPNST01,485,257,2016-10-08 14:03:38
BHMNCPNST01,485,272,2016-10-08 14:30:35
BHMNCPNST01,485,275,2016-10-08 14:57:41
BHMNCPNST01,485,273,2016-10-08 15:30:39
BHMNCPNST01,485,275,2016-10-08 15:57:41
BHMNCPNST01,485,275,2016-10-08 16:30:42
BHMNCPNST01,485,228,2016-10-09 08:04:40
BHMNCPNST01,485,227,2016-10-09 08:24:46
BHMNCPNST01,485,226,2016-10-09 08:57:45
BHMNCPNST01,485,228,2016-10-09 09:24:41
BHMNCPNST01,485,230,2016-10-09 09:57:41
BHMNCPNST01,485,226,2016-10-09 10:30:43
BHMNCPNST01,485,221,2016-10-09 11:04:44
BHMNCPNST01,485,222,2016-10-09 11:30:41
BHMNCPNST01,485,218,2016-10-09 11:57:46
BHMNCPNST01,485,208,2016-10-09 12:30:41
